country_name,PIP_Region,progresspoorpop,progressHC
Syrian Arab Republic,MNA,-13906641.6351056,-0.608328680858523
"Taiwan, China",OHI,0,0
Tajikistan,ECA,-102423.990259382,0.0050076105947981
Tanzania,SSA,-9545137.5202969,0.270174752036248
Thailand,EAP,6909190.84906729,0.122432986948476
Togo,SSA,-219312.22813388,0.287628190361535
Tonga,EAP,3628.39482291791,0.0394924322519923
Trinidad and Tobago,LAC,14520.7468290893,0.0125207275390625
Tunisia,MNA,682287.045883627,0.0836939870033125
Turkiye,ECA,1086415.45351828,0.0210218609091626
Turkmenistan,ECA,404925.858674142,0.117661609498681
Tuvalu,EAP,769.143052032665,0.0870846685365714
Uganda,SSA,-7285691.725105,0.234133603111152
United Arab Emirates,OHI,0,0
United Kingdom,OHI,-5673.452921233,0.00043514603128315
United States,OHI,-2133706.59218924,-0.00499863191544268
Uruguay,LAC,59868.2096486665,0.0193524300591834
Uzbekistan,ECA,561259.319893928,0.208366489706297
Vanuatu,EAP,-15259.6865183875,0.051801825259801
Vietnam,EAP,36904263.2831947,0.545768895149934
West Bank and Gaza,MNA,-16304.113389158,0.00756082955124943
"Yemen, Rep.",MNA,-20298272.0502399,-0.527415742875213
Zambia,SSA,-7721449.93415973,-0.045777554061642
Zimbabwe,SSA,-5434714.30438591,-0.290956126371158
